nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
32,0,89,22,5.5625,11,0.17943548387096775,3.754601226993865,8,0.0945188492063492
32,0,88,20,5.5,9,0.1774193548387097,4.30958230958231,13,0.011830357142857142
32,0,92,21,5.75,11,0.18548387096774194,3.551150895140665,8,0.059201388888888894
32,0,91,20,5.6875,12,0.18346774193548387,3.2805071315372425,7,0.08019818722943725
32,0,89,19,5.5625,10,0.17943548387096775,4.6429365962180205,13,0.0737624643874644
32,0,91,23,5.6875,10,0.18346774193548387,3.693121693121693,9,0.05907738095238096
32,0,88,23,5.5,10,0.1774193548387097,3.5813953488372094,7,0.030332341269841266
31,0,90,22,5.806451612903226,11,0.1935483870967742,3.183050847457627,8,0.0927035330261137
32,0,93,21,5.8125,10,0.1875,3.8033205619412516,10,0.0816344246031746
32,0,92,22,5.75,11,0.18548387096774194,3.774614472123369,8,0.0668154761904762
