nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
16.0,0.0,44.4,11.4,5.55,8.8,0.37,2.9862148263598685,7.1,0.11869284589679327
15.9,0.0,42.9,14.8,5.3966666666666665,7.7,0.36238095238095236,3.124780847681172,7.6,0.07549481476126214
15.9,0.0,42.4,13.3,5.3341666666666665,8.5,0.3582142857142857,2.3937810536335293,5.6,0.0981757097069597
16.0,0.0,41.1,13.0,5.1375,9.5,0.3425,2.1663686656624184,4.9,0.10340029761904761
15.9,0.0,45.9,15.2,5.773333333333333,9.4,0.3876190476190476,2.81368962387704,6.5,0.11921999407246502
15.9,0.0,42.6,14.3,5.3575,8.4,0.35964285714285715,2.843574683499427,6.6,0.09954761458489528
15.8,0.0,39.2,12.3,4.964166666666666,7.6,0.3358333333333334,2.9161974294636903,7.2,0.07633878968253968
15.9,0.0,41.2,14.6,5.183333333333333,8.3,0.3480952380952381,2.250800570549771,5.4,0.09344154657477026
15.8,0.0,41.8,14.3,5.293333333333334,8.0,0.35809523809523813,2.7587394598804638,6.1,0.11449722730972733
15.9,0.0,43.3,14.5,5.4475,8.9,0.36583333333333334,2.7139595592676526,6.5,0.09544543650793649
