nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
16,0,44,13,5.5,9,0.36666666666666664,3.1020408163265305,7,0.11125992063492064
16,0,44,13,5.5,8,0.36666666666666664,2.0495049504950495,4,0.1106055402930403
16,0,43,15,5.375,8,0.35833333333333334,2.3444444444444446,6,0.06658272283272283
16,0,43,14,5.375,9,0.35833333333333334,2.0,5,0.05512820512820513
16,0,40,13,5.0,8,0.3333333333333333,2.9172413793103447,7,0.016121031746031744
15,0,41,13,5.466666666666667,8,0.3904761904761905,1.9878048780487805,4,0.1876923076923077
16,0,42,14,5.25,8,0.35,2.5918367346938775,7,0.09512744200244203
16,0,42,11,5.25,9,0.35,2.0309278350515463,4,0.14666895604395605
16,0,41,13,5.125,9,0.3416666666666667,2.925373134328358,7,0.09369276556776557
16,0,44,14,5.5,9,0.36666666666666664,1.9886363636363635,5,0.09887820512820512
