nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
16,0,40,12,5.0,7,0.3333333333333333,3.081081081081081,8,0.01904761904761905
16,0,40,11,5.0,8,0.3333333333333333,3.122093023255814,9,0.07596726190476191
16,0,40,13,5.0,8,0.3333333333333333,2.765151515151515,6,0.07529761904761904
16,0,42,13,5.25,8,0.35,3.3043478260869565,9,0.02633928571428571
16,0,33,13,4.125,6,0.275,2.4875,6,0.046875
15,0,40,12,5.333333333333333,8,0.38095238095238093,2.5859872611464967,5,0.1653968253968254
15,0,37,13,4.933333333333334,8,0.3523809523809524,2.3523809523809525,5,0.061111111111111116
16,0,40,11,5.0,7,0.3333333333333333,3.0380434782608696,8,0.06805555555555555
16,0,40,12,5.0,8,0.3333333333333333,3.0123456790123457,7,0.15416666666666667
16,0,40,13,5.0,8,0.3333333333333333,3.4130434782608696,9,0.07113095238095238
