nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
16,0,47,12,5.875,10,0.39166666666666666,2.982222222222222,6,0.1651537698412698
16,0,42,11,5.25,7,0.35,2.0761904761904764,4,0.08125
16,0,47,11,5.875,9,0.39166666666666666,2.96,7,0.13936011904761905
16,0,45,11,5.625,9,0.375,2.9746192893401013,7,0.1287515664160401
16,0,43,13,5.375,9,0.35833333333333334,3.3807106598984773,8,0.13198641636141636
16,0,42,10,5.25,8,0.35,3.1140939597315436,9,0.1780715811965812
16,0,44,12,5.5,9,0.36666666666666664,3.6977777777777776,9,0.0609375
16,0,45,14,5.625,9,0.375,2.748427672955975,6,0.07371031746031748
16,0,45,10,5.625,9,0.375,2.957345971563981,8,0.12190361721611721
16,0,44,10,5.5,9,0.36666666666666664,2.9707602339181287,7,0.10580357142857146
