nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
64,0,632,39,19.75,55,0.3134920634920635,2.176078680203046,5,0.2790165199181697
64,0,623,35,19.46875,60,0.3090277777777778,2.2238805970149254,5,0.3053598568863193
64,0,624,37,19.5,60,0.30952380952380953,2.2770111073712553,6,0.32257440679816307
64,0,632,39,19.75,52,0.3134920634920635,2.3232825613926016,5,0.28830524460020707
64,0,631,36,19.71875,55,0.31299603174603174,2.244131455399061,5,0.2917034008770176
64,0,632,38,19.75,54,0.3134920634920635,2.6667663775052346,7,0.2820543763545214
64,0,624,38,19.5,55,0.30952380952380953,2.455592105263158,6,0.2675599087375699
64,0,632,37,19.75,52,0.3134920634920635,2.2762912258867454,5,0.2996122106882186
64,0,632,36,19.75,53,0.3134920634920635,2.3875495880378397,5,0.2779230663894595
64,0,632,39,19.75,50,0.3134920634920635,2.4761904761904763,7,0.27890829816232127
