nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
64,0,640,25,20.0,48,0.31746031746031744,2.154191616766467,5,0.2118244597161524
64,0,640,27,20.0,53,0.31746031746031744,2.1619718309859155,4,0.24785835424956032
64,0,631,28,19.71875,53,0.31299603174603174,2.311250373022978,7,0.2244968382792005
64,0,640,28,20.0,52,0.31746031746031744,2.1205696202531645,6,0.2356364966034208
64,0,633,28,19.78125,53,0.31398809523809523,2.1858168761220824,5,0.22297488980444288
64,0,640,30,20.0,53,0.31746031746031744,2.239469128678592,5,0.23491056695872087
64,0,640,29,20.0,48,0.31746031746031744,2.088217703349282,4,0.22506666268616818
64,0,640,35,20.0,51,0.31746031746031744,2.2216553287981857,5,0.21896981395691686
64,0,640,32,20.0,50,0.31746031746031744,2.2247191011235956,5,0.22719180483087686
64,0,640,34,20.0,49,0.31746031746031744,2.166079812206573,6,0.2050895761021297
