nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
7,0,5,0,1.4285714285714286,3,0.2380952380952381,1.0,1,0.0
6,0,4,0,1.3333333333333333,2,0.26666666666666666,1.0,1,0.0
7,0,5,0,1.4285714285714286,3,0.2380952380952381,1.0,1,0.0
4,0,3,0,1.5,3,0.5,1.0,1,0.0
14,0,10,0,1.4285714285714286,3,0.10989010989010989,1.0,1,0.0
13,0,11,0,1.6923076923076923,3,0.14102564102564102,1.0,1,0.0
6,0,5,0,1.6666666666666667,3,0.33333333333333337,1.0,1,0.0
7,0,5,0,1.4285714285714286,3,0.2380952380952381,1.0,1,0.0
7,0,5,0,1.4285714285714286,3,0.2380952380952381,1.0,1,0.0
11,0,8,0,1.4545454545454546,3,0.14545454545454545,1.0,1,0.0
