nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
64,0,255,19,7.96875,20,0.12648809523809523,3.3383182844243793,9,0.06285053579461473
64,0,205,16,6.40625,16,0.10168650793650794,3.7622617931896283,10,0.0658639971139971
64,0,174,23,5.4375,12,0.08630952380952381,4.081385642737897,9,0.05750774110149111
64,0,195,14,6.09375,14,0.09672619047619048,4.54447533009034,16,0.05522431850556852
64,0,188,20,5.875,13,0.09325396825396826,3.842360851699664,10,0.050190639952153115
64,0,181,20,5.65625,12,0.08978174603174603,4.274328489652135,10,0.07101765422077921
64,0,190,18,5.9375,15,0.09424603174603174,4.121927554980595,11,0.040517338564213565
64,0,207,16,6.46875,16,0.10267857142857142,3.9364287940168277,10,0.052320053909806825
64,0,208,17,6.5,15,0.10317460317460317,3.682672233820459,8,0.04587039840946091
64,0,184,17,5.75,12,0.09126984126984126,4.0949389179755675,10,0.04093594975080825
