nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
16,0,42,5,5.25,10,0.35,2.467741935483871,5,0.20116567460317458
16,0,44,3,5.5,10,0.36666666666666664,2.467741935483871,6,0.22303841991341994
16,0,36,6,4.5,7,0.3,2.4628099173553717,6,0.03660714285714285
16,0,42,8,5.25,9,0.35,2.6369426751592355,7,0.08123975804896859
16,0,42,9,5.25,8,0.35,2.0930232558139537,6,0.10892857142857144
16,0,47,7,5.875,10,0.39166666666666666,2.545945945945946,6,0.1954708485958486
16,0,34,5,4.25,7,0.2833333333333333,2.327731092436975,5,0.03802083333333333
16,0,46,9,5.75,10,0.38333333333333336,2.872448979591837,7,0.21401159147869675
16,0,39,4,4.875,10,0.325,2.7323232323232323,6,0.184375
16,0,46,8,5.75,9,0.38333333333333336,2.1677852348993287,4,0.13358134920634923
