nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
16,0,41,12,5.125,9,0.3416666666666667,2.2551020408163267,5,0.11999007936507936
16,0,32,9,4.0,8,0.26666666666666666,2.4505494505494507,5,0.06398809523809523
16,0,31,12,3.875,7,0.25833333333333336,1.9333333333333333,5,0.09166666666666667
16,0,41,7,5.125,11,0.3416666666666667,2.0202020202020203,4,0.1902529761904762
16,0,47,13,5.875,12,0.39166666666666666,2.352,5,0.1941941738816739
16,0,38,7,4.75,7,0.31666666666666665,2.8620689655172415,6,0.13854166666666667
16,0,29,10,3.625,7,0.24166666666666667,2.1818181818181817,5,0.06770833333333333
16,0,46,9,5.75,10,0.38333333333333336,2.216666666666667,6,0.18287037037037032
16,0,39,7,4.875,8,0.325,3.0352941176470587,7,0.1594246031746032
16,0,37,7,4.625,8,0.30833333333333335,2.9064327485380117,6,0.1476582080200501
