nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
16,0,26,6,3.25,5,0.21666666666666667,1.8867924528301887,4,0.0
16,0,42,9,5.25,9,0.35,2.697802197802198,6,0.13720238095238094
16,0,30,7,3.75,8,0.25,1.6046511627906976,4,0.08750000000000001
16,0,45,10,5.625,9,0.375,2.983425414364641,6,0.17118246336996337
16,0,30,9,3.75,6,0.25,1.40625,3,0.057291666666666664
16,0,33,10,4.125,7,0.275,2.8095238095238093,7,0.16041666666666665
16,0,31,6,3.875,6,0.25833333333333336,2.872,7,0.0954861111111111
16,0,39,8,4.875,9,0.325,2.5298013245033113,6,0.12193193319838057
16,0,31,10,3.875,7,0.25833333333333336,1.8823529411764706,4,0.05215773809523809
16,0,49,11,6.125,14,0.4083333333333333,2.0238095238095237,5,0.27759828123920105
