nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
16,0,191,0,23.875,30,1.5916666666666666,1.2041666666666666,2,0.8440402546787995
16,0,173,0,21.625,28,1.4416666666666667,1.24,3,0.8107926345237076
16,0,201,0,25.125,29,1.675,1.1625,2,0.89334166552048
16,0,187,0,23.375,28,1.5583333333333333,1.2208333333333334,2,0.8470796212385728
16,0,192,0,24.0,29,1.6,1.2,2,0.8629944479916234
16,0,190,0,23.75,28,1.5833333333333333,1.2125,3,0.9110119715090756
16,0,200,0,25.0,29,1.6666666666666667,1.1666666666666667,2,0.8847458692252504
16,0,194,0,24.25,30,1.6166666666666667,1.1916666666666667,2,0.878226424046754
16,0,200,0,25.0,30,1.6666666666666667,1.1666666666666667,2,0.8837847275806838
16,0,197,0,24.625,30,1.6416666666666666,1.1791666666666667,2,0.8671722833512405
