nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
32,0,90,12,5.625,11,0.1814516129032258,4.075342465753424,11,0.08905009920634921
32,0,105,12,6.5625,13,0.21169354838709678,2.947805456702254,7,0.10080668752543753
32,0,86,9,5.375,12,0.17338709677419356,3.0884353741496597,8,0.09181417473568636
32,0,84,17,5.25,11,0.1693548387096774,3.104895104895105,8,0.05680803571428572
32,0,82,11,5.125,11,0.16532258064516128,3.546938775510204,8,0.07608713624338624
32,0,93,13,5.8125,12,0.1875,3.260614934114202,8,0.0751799704924705
32,0,102,17,6.375,11,0.2056451612903226,3.3565573770491803,8,0.07247111718619073
32,0,81,10,5.0625,11,0.16330645161290322,3.8848580441640377,11,0.07014302248677248
32,0,90,11,5.625,12,0.1814516129032258,3.0632279534109816,8,0.0575606684981685
32,0,73,9,4.5625,8,0.14717741935483872,4.028220858895706,9,0.028459821428571425
