nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
32,0,85,9,5.3125,11,0.17137096774193547,3.494833524684271,9,0.0885349025974026
32,0,91,10,5.6875,11,0.18346774193548387,3.285507246376812,9,0.06474867724867724
32,0,99,9,6.1875,12,0.19959677419354838,3.31442663378545,8,0.0994825487012987
32,0,104,10,6.5,11,0.20967741935483872,3.9526066350710902,11,0.08159394654088054
32,0,87,9,5.4375,14,0.17540322580645162,3.2704626334519573,7,0.09433697089947089
32,0,94,10,5.875,11,0.18951612903225806,3.262390670553936,8,0.07146033486494013
32,0,118,8,7.375,14,0.23790322580645162,2.869927159209157,7,0.10967556748806749
32,0,86,6,5.375,10,0.17338709677419356,3.706260032102729,11,0.05152529761904763
32,0,78,10,4.875,9,0.15725806451612903,3.1596452328159645,8,0.07844742063492065
32,0,114,8,7.125,14,0.22983870967741934,2.7572062084257207,7,0.1115689937143589
