nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
32.0,0.0,95.6,8.9,5.975,11.7,0.19274193548387097,3.307326597647709,8.5,0.08513746603090647
32.0,0.0,95.9,8.2,5.99375,13.8,0.19334677419354837,3.1998309466545733,7.8,0.09739900047570775
32.0,0.0,88.6,12.1,5.5375,11.2,0.1786290322580645,3.435689634464475,8.6,0.07183807335173188
32.0,0.0,90.3,9.8,5.64375,11.8,0.18205645161290324,3.3381806580823836,8.6,0.09259003667191028
32.0,0.0,93.0,11.3,5.8125,12.6,0.1875,3.3999223199773523,8.4,0.09003345393462461
32.0,0.0,93.55555555555556,9.222222222222221,5.847222222222222,12.88888888888889,0.18862007168458783,3.315994948546741,8.333333333333334,0.11690605506058402
32.0,0.0,88.2,10.4,5.5125,12.7,0.1778225806451613,3.3165934915468434,8.2,0.10197847174036397
32.0,0.0,85.1,8.8,5.31875,11.3,0.1715725806451613,3.3566867093518704,8.4,0.09236317195892906
32.0,0.0,94.0,9.9,5.875,11.8,0.18951612903225806,3.366937267969373,8.5,0.08643995929243023
32.0,0.0,83.9,11.7,5.24375,12.4,0.1691532258064516,3.3422200086770806,8.1,0.08942965334074623
