nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
32,0,86,13,5.375,14,0.17338709677419356,3.4173027989821882,7,0.11114513380138384
32,0,99,7,6.1875,11,0.19959677419354838,3.2438238453276047,8,0.09215955953088308
32,0,76,9,4.75,10,0.1532258064516129,3.3087248322147653,8,0.10328395562770565
32,0,86,12,5.375,11,0.17338709677419356,3.5528350515463916,10,0.07228522090654443
32,0,85,6,5.3125,10,0.17137096774193547,3.2933491686460807,8,0.0978997564935065
32,0,93,13,5.8125,10,0.1875,3.1903225806451614,8,0.09446135461760463
32,0,70,9,4.375,11,0.14112903225806453,3.5113350125944582,10,0.07561177248677249
32,0,76,4,4.75,10,0.1532258064516129,3.4896836313617605,8,0.05718832671957673
32,0,105,7,6.5625,13,0.21169354838709678,3.0945220193340495,8,0.13661895147479514
32,0,75,8,4.6875,13,0.15120967741935484,3.464968152866242,9,0.08297768793051812
