nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
32,0,99,16,6.1875,15,0.19959677419354838,3.337448559670782,8,0.14592985139860137
32,0,81,9,5.0625,11,0.16330645161290322,3.2364066193853427,9,0.13354633520074696
32,0,83,11,5.1875,12,0.16733870967741934,3.145051194539249,7,0.04550518925518926
32,0,80,8,5.0,13,0.16129032258064516,3.1824611032531824,8,0.06244199700082054
32,0,75,13,4.6875,10,0.15120967741935484,3.294491525423729,8,0.05386491402116403
32,0,72,15,4.5,9,0.14516129032258066,3.657754010695187,9,0.04642857142857143
32,0,93,10,5.8125,12,0.1875,3.48476821192053,8,0.1109904852092352
32,0,79,10,4.9375,11,0.1592741935483871,3.6074600355239785,8,0.04245205026455027
32,0,91,11,5.6875,16,0.18346774193548387,3.2354497354497354,8,0.15918720402568717
32,0,86,14,5.375,15,0.17338709677419356,3.2409090909090907,8,0.09394993560289613
