nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
64,0,190,47,5.9375,13,0.09424603174603174,4.4451127819548875,10,0.06227284000721501
64,0,189,44,5.90625,12,0.09375,4.483712784588441,11,0.028044394841269846
63,0,183,45,5.809523809523809,14,0.09370199692780337,5.394349845201238,15,0.0451281522710094
64,0,189,45,5.90625,13,0.09375,4.203689469638739,9,0.02637893067580568
64,0,186,46,5.8125,12,0.09226190476190477,4.791852105443342,12,0.047420634920634926
64,0,187,44,5.84375,12,0.09275793650793651,4.712553261225827,12,0.014254712301587301
64,0,189,47,5.90625,12,0.09375,4.78751617076326,10,0.05435380591630592
64,0,190,44,5.9375,13,0.09424603174603174,4.963440111420613,13,0.04347718253968254
64,0,188,42,5.875,14,0.09325396825396826,4.566226490596239,10,0.03714169221981722
64,0,188,44,5.875,16,0.09325396825396826,4.244252873563219,9,0.030611836080586083
