nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
64,0,714,0,22.3125,61,0.3541666666666667,2.085610200364299,5,0.3233762997602211
64,0,792,0,24.75,58,0.39285714285714285,1.966490299823633,4,0.317614603764898
64,0,827,0,25.84375,63,0.41021825396825395,1.9410430839002268,4,0.33249150096505736
64,0,812,0,25.375,59,0.4027777777777778,1.965734441924918,4,0.3218382903075563
64,0,806,0,25.1875,57,0.3998015873015873,1.9950396825396826,4,0.31534040572021965
64,0,801,0,25.03125,61,0.39732142857142855,1.988343253968254,4,0.3097907569840086
64,0,837,0,26.15625,59,0.41517857142857145,1.9536210317460319,4,0.3257477778664538
64,0,794,0,24.8125,56,0.39384920634920634,1.9796626984126984,4,0.3104818736341589
64,0,821,0,25.65625,59,0.4072420634920635,1.9714781746031746,4,0.322454679692132
64,0,817,0,25.53125,58,0.4052579365079365,1.945188492063492,4,0.3232152365222616
