nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
64,0,898,0,28.0625,59,0.44543650793650796,1.9848710317460319,5,0.32687886416573575
64,0,939,0,29.34375,69,0.46577380952380953,1.8778029730410684,3,0.3370524543100925
64,0,936,0,29.25,63,0.4642857142857143,1.9389880952380953,4,0.33790956290812313
64,0,948,0,29.625,69,0.47023809523809523,1.9332325522801714,4,0.34407813115565244
64,0,919,0,28.71875,57,0.4558531746031746,1.8874007936507937,3,0.3205650133308691
64,0,946,0,29.5625,71,0.46924603174603174,1.857398873527906,4,0.3380810728754576
64,0,968,0,30.25,68,0.4801587301587302,1.8492063492063493,4,0.3275035092010513
64,0,964,0,30.125,65,0.4781746031746032,1.870496346686823,4,0.3339734333025112
64,0,949,0,29.65625,68,0.470734126984127,1.8778029730410684,4,0.33135381384750046
64,0,955,0,29.84375,67,0.47371031746031744,1.8764880952380953,4,0.3398032229879929
