nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
32,0,320,22,20.0,36,0.6451612903225806,1.7834158415841583,3,0.412088456350787
32,0,320,20,20.0,35,0.6451612903225806,1.8329493087557605,5,0.4122737056839716
32,0,320,17,20.0,35,0.6451612903225806,1.5781487101669196,3,0.43385026998529674
32,0,320,17,20.0,38,0.6451612903225806,1.8006912442396312,4,0.4014457921975847
32,0,320,20,20.0,36,0.6451612903225806,1.7273853779429988,4,0.4022278381470712
32,0,320,17,20.0,38,0.6451612903225806,1.6894243641231592,3,0.4513181827629761
32,0,320,15,20.0,35,0.6451612903225806,1.8398617511520738,5,0.40015370272031964
32,0,320,15,20.0,37,0.6451612903225806,1.9593787335722819,5,0.43811523378495576
32,0,320,18,20.0,38,0.6451612903225806,1.7936117936117937,4,0.4162946049628434
32,0,320,16,20.0,37,0.6451612903225806,1.75,4,0.4131390014955524
