nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
32.0,0.0,318.2,17.3,19.8875,41.1,0.6415322580645161,2.2027316204787306,6.4,0.49162481170917943
32.0,0.0,316.4,21.5,19.775,40.1,0.6379032258064516,1.8204704865805923,4.9,0.4850722811990079
32.0,0.0,320.0,17.7,20.0,36.5,0.6451612903225807,1.7754867125148777,4.0,0.41809067880913586
32.0,0.0,318.5,17.2,19.90625,40.5,0.6421370967741936,1.9311503916072739,5.0,0.49216646042913564
32.0,0.0,318.2,22.7,19.8875,37.7,0.6415322580645162,1.8401262386050654,4.6,0.4387534278702245
32.0,0.0,318.8,21.6,19.925,38.6,0.642741935483871,1.8286061048747388,4.1,0.4414543831859189
32.0,0.0,317.5,20.1,19.84375,38.4,0.6401209677419356,1.8247115207206182,4.1,0.3794975109743456
32.0,0.0,289.7,19.4,18.10625,34.4,0.5840725806451613,1.8521322773581286,5.1,0.3904339721130252
32.0,0.0,308.3,21.2,19.26875,34.7,0.6215725806451613,1.874390307210104,4.9,0.4261178591264209
32.0,0.0,317.4,20.2,19.8375,37.5,0.6399193548387097,1.8449234475641898,4.4,0.4096798536638267
