nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
32,0,295,21,18.4375,34,0.594758064516129,1.8537604456824512,5,0.4159065044671342
32,0,295,17,18.4375,34,0.594758064516129,1.7583697234352256,5,0.38061753357081696
32,0,295,20,18.4375,34,0.594758064516129,1.9061696658097687,5,0.39989621757059285
32,0,289,16,18.0625,33,0.5826612903225806,1.773109243697479,5,0.4029439820040681
32,0,286,17,17.875,34,0.5766129032258065,1.901197604790419,6,0.3713160050043005
32,0,266,25,16.625,34,0.5362903225806451,2.0015822784810124,5,0.34958710392445796
32,0,295,20,18.4375,34,0.594758064516129,1.8375,5,0.38925187920243837
32,0,295,20,18.4375,39,0.594758064516129,1.7348484848484849,4,0.43066595483442427
32,0,286,20,17.875,33,0.5766129032258065,1.8876712328767122,6,0.3717665449764402
32,0,295,18,18.4375,35,0.594758064516129,1.8671140939597315,5,0.39238799557557874
