nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
16,0,160,14,20.0,25,1.3333333333333333,1.3866666666666667,3,0.6720441228546299
16,0,160,13,20.0,26,1.3333333333333333,1.3777777777777778,3,0.6903817096061061
16,0,160,13,20.0,26,1.3333333333333333,1.3175355450236967,3,0.6992087010141436
16,0,160,14,20.0,26,1.3333333333333333,1.3911111111111112,3,0.6758004199397479
16,0,160,14,20.0,26,1.3333333333333333,1.3080568720379147,2,0.6799370012880553
16,0,151,15,18.875,25,1.2583333333333333,1.3350253807106598,3,0.6545209334578203
16,0,151,15,18.875,24,1.2583333333333333,1.3933649289099526,3,0.6286423898723408
16,0,160,13,20.0,26,1.3333333333333333,1.3,2,0.7010717862258807
16,0,160,12,20.0,26,1.3333333333333333,1.4583333333333333,3,0.6927362867724705
16,0,160,14,20.0,26,1.3333333333333333,1.3866666666666667,3,0.6893427518859708
