nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
16,0,160,15,20.0,26,1.3333333333333333,1.4708333333333334,3,0.7274493443991589
16,0,160,15,20.0,26,1.3333333333333333,1.4044444444444444,3,0.7301064858531359
16,0,160,14,20.0,26,1.3333333333333333,1.3911111111111112,3,0.707107766611686
16,0,160,15,20.0,26,1.3333333333333333,1.4044444444444444,3,0.7237618826267517
16,0,160,15,20.0,26,1.3333333333333333,1.4416666666666667,3,0.6914348529603639
16,0,151,14,18.875,25,1.2583333333333333,1.4577777777777778,3,0.6362140427215194
16,0,160,14,20.0,26,1.3333333333333333,1.4,3,0.7212406065571572
16,0,160,13,20.0,26,1.3333333333333333,1.3911111111111112,3,0.7087769177079726
16,0,151,13,18.875,25,1.2583333333333333,1.45,3,0.6126887503271762
16,0,160,14,20.0,26,1.3333333333333333,1.475,3,0.7079883171189506
